time_s,power_W,operation_state,anomaly_label
97.6,1028.397,cutting,0
97.7,1117.5,cutting,0
97.8,1063.858,cutting,0
97.9,984.897,cutting,0
98.0,942.93,cutting,0
98.1,981.768,cutting,0
98.2,1029.77,cutting,0
98.3,971.161,cutting,0
98.4,990.22,cutting,0
98.5,994.73,cutting,0
98.6,1049.979,cutting,0
98.7,1090.407,cutting,0
98.8,1008.306,cutting,0
98.9,1047.472,cutting,0
99.0,1049.146,cutting,0
99.1,1026.578,cutting,0
99.2,993.89,cutting,0
99.3,1049.432,cutting,0
99.4,1011.498,cutting,0
99.5,1019.808,cutting,0
99.6,1041.6,cutting,0
99.7,976.262,cutting,0
99.8,1014.948,cutting,0
99.9,993.954,cutting,0
100.0,1019.88,cutting,0
100.1,1049.555,cutting,0
100.2,1044.262,cutting,0
100.3,1004.031,cutting,0
100.4,1110.208,cutting,0
100.5,1056.641,cutting,0
100.6,999.796,cutting,0
100.7,947.907,cutting,0
100.8,1009.332,cutting,0
100.9,1020.444,cutting,0
101.0,1025.159,cutting,0
101.1,1027.513,cutting,0
101.2,980.196,cutting,0
101.3,1026.936,cutting,0
101.4,964.679,cutting,0
101.5,1039.206,cutting,0
101.6,1079.157,cutting,0
101.7,1034.258,cutting,0
101.8,1052.397,cutting,0
101.9,1057.499,cutting,0
102.0,1048.523,cutting,0
102.1,1081.866,cutting,0
102.2,976.566,cutting,0
102.3,1047.75,cutting,0
102.4,947.71,cutting,0
102.5,964.726,cutting,0
102.6,964.255,cutting,0
102.7,997.769,cutting,0
102.8,997.06,cutting,0
102.9,1046.597,cutting,0
103.0,1044.112,cutting,0
103.1,1130.944,cutting,0
103.2,1071.588,cutting,0
103.3,1046.816,cutting,0
103.4,1060.202,cutting,0
103.5,1054.898,cutting,0
103.6,1012.075,cutting,0
103.7,965.368,cutting,0
103.8,965.356,cutting,0
103.9,994.645,cutting,0
104.0,1019.066,cutting,0
104.1,1014.506,cutting,0
104.2,1007.22,cutting,0
104.3,1045.109,cutting,0
104.4,1022.758,cutting,0
104.5,1060.559,cutting,0
104.6,1107.316,cutting,0
104.7,1096.159,cutting,0
104.8,1097.598,cutting,0
104.9,1025.056,cutting,0
105.0,1030.268,cutting,0
105.1,972.852,cutting,0
105.2,1028.313,cutting,0
105.3,974.306,cutting,0
105.4,942.497,cutting,0
105.5,977.31,cutting,0
105.6,1015.065,cutting,0
105.7,943.522,cutting,0
105.8,986.319,cutting,0
105.9,1083.117,cutting,0
106.0,1059.674,cutting,0
106.1,1056.151,cutting,0
106.2,996.208,cutting,0
106.3,1097.257,cutting,0
106.4,1063.353,cutting,0
106.5,1036.775,cutting,0
106.6,960.081,cutting,0
106.7,1010.689,cutting,0
106.8,1028.094,cutting,0
106.9,980.85,cutting,0
107.0,993.677,cutting,0
107.1,999.829,cutting,0
107.2,1052.646,cutting,0
107.3,1036.988,cutting,0
107.4,1043.5,cutting,0
107.5,1007.036,cutting,0
107.6,996.403,cutting,0
107.7,1078.052,cutting,0
107.8,1086.73,cutting,0
107.9,1046.61,cutting,0
108.0,1051.971,cutting,0
108.1,973.311,cutting,0
108.2,986.204,cutting,0
108.3,1003.368,cutting,0
108.4,993.094,cutting,0
108.5,1070.473,cutting,0
108.6,980.749,cutting,0
108.7,1021.489,cutting,0
108.8,1040.115,cutting,0
108.9,1032.742,cutting,0
109.0,1085.602,cutting,0
109.1,978.428,cutting,0
109.2,1075.46,cutting,0
109.3,1052.246,cutting,0
109.4,1017.018,cutting,0
109.5,1043.371,cutting,0
109.6,1070.645,cutting,0
109.7,995.35,cutting,0
109.8,1021.474,cutting,0
109.9,1021.767,cutting,0
110.0,610.921,unload,0
110.1,592.453,unload,0
110.2,588.613,unload,0
110.3,612.547,unload,0
110.4,592.219,unload,0
110.5,618.388,unload,0
110.6,615.983,unload,0
110.7,593.639,unload,0
110.8,608.234,unload,0
110.9,603.113,unload,0
111.0,599.243,unload,0
111.1,622.125,unload,0
111.2,602.477,unload,0
111.3,605.962,unload,0
111.4,566.876,unload,0
111.5,612.533,unload,0
111.6,575.903,unload,0
111.7,594.845,unload,0
111.8,630.749,unload,0
111.9,633.911,unload,0
112.0,594.799,unload,0
112.1,579.216,unload,0
112.2,609.014,unload,0
112.3,594.674,unload,0
112.4,607.939,unload,0
112.5,577.641,unload,0
112.6,621.979,unload,0
112.7,629.706,unload,0
112.8,575.842,unload,0
112.9,587.996,unload,0
113.0,589.356,unload,0
113.1,615.058,unload,0
113.2,566.504,unload,0
113.3,605.621,unload,0
113.4,597.774,unload,0
113.5,587.649,unload,0
113.6,614.547,unload,0
113.7,566.831,unload,0
113.8,577.281,unload,0
113.9,587.826,unload,0
114.0,614.676,unload,0
114.1,595.663,unload,0
114.2,587.007,unload,0
114.3,610.571,unload,0
114.4,593.299,unload,0
114.5,590.36,unload,0
114.6,596.526,unload,0
114.7,608.076,unload,0
114.8,650.469,unload,0
114.9,582.44,unload,0
115.0,607.016,unload,0
115.1,599.257,unload,0
115.2,597.396,unload,0
115.3,629.411,unload,0
115.4,616.039,unload,0
115.5,614.216,unload,0
115.6,594.024,unload,0
115.7,586.952,unload,0
115.8,607.499,unload,0
115.9,597.082,unload,0
116.0,591.924,unload,0
116.1,614.317,unload,0
116.2,580.59,unload,0
116.3,589.216,unload,0
116.4,616.467,unload,0
116.5,600.842,unload,0
116.6,614.329,unload,0
116.7,587.013,unload,0
116.8,615.02,unload,0
116.9,589.618,unload,0
117.0,626.774,unload,0
117.1,616.648,unload,0
117.2,610.784,unload,0
117.3,630.063,unload,0
117.4,608.757,unload,0
117.5,591.134,unload,0
117.6,630.433,unload,0
117.7,608.752,unload,0
117.8,624.463,unload,0
117.9,605.303,unload,0
118.0,623.486,unload,0
118.1,587.042,unload,0
118.2,579.885,unload,0
118.3,577.38,unload,0
118.4,616.319,unload,0
118.5,567.333,unload,0
118.6,570.632,unload,0
118.7,577.189,unload,0
118.8,606.882,unload,0
118.9,610.582,unload,0
119.0,588.079,unload,0
119.1,616.905,unload,0
119.2,608.505,unload,0
119.3,624.535,unload,0
119.4,619.759,unload,0
119.5,590.401,unload,0
119.6,606.397,unload,0
119.7,599.862,unload,0
119.8,611.138,unload,0
119.9,606.501,unload,0
120.0,421.474,idle,0
120.1,426.961,idle,0
120.2,421.774,idle,0
120.3,427.147,idle,0
120.4,421.572,idle,0
120.5,420.037,idle,0
120.6,428.664,idle,0
120.7,428.912,idle,0
120.8,431.207,idle,0
120.9,426.338,idle,0
121.0,419.618,idle,0
121.1,422.83,idle,0
121.2,422.57,idle,0
121.3,407.277,idle,0
121.4,412.347,idle,0
121.5,433.49,idle,0
121.6,420.84,idle,0
121.7,398.545,idle,0
121.8,420.363,idle,0
121.9,422.593,idle,0
122.0,411.5,idle,0
122.1,439.472,idle,0
122.2,430.289,idle,0
122.3,427.781,idle,0
122.4,419.79,idle,0
122.5,425.143,idle,0
122.6,428.024,idle,0
122.7,425.093,idle,0
122.8,415.946,idle,0
122.9,422.799,idle,0
123.0,422.333,idle,0
123.1,423.601,idle,0
123.2,412.957,idle,0
123.3,423.353,idle,0
123.4,421.265,idle,0
123.5,423.116,idle,0
123.6,422.831,idle,0
123.7,409.737,idle,0
123.8,428.033,idle,0
123.9,427.166,idle,0
124.0,410.477,idle,0
124.1,420.418,idle,0
124.2,414.374,idle,0
124.3,417.536,idle,0
124.4,429.135,idle,0
124.5,425.355,idle,0
124.6,436.909,idle,0
124.7,421.825,idle,0
124.8,412.149,idle,0
124.9,421.969,idle,0
125.0,401.559,idle,0
125.1,435.224,idle,0
125.2,423.073,idle,0
125.3,424.53,idle,0
125.4,422.157,idle,0
125.5,414.13,idle,0
125.6,419.95,idle,0
125.7,414.627,idle,0
125.8,416.784,idle,0
125.9,423.466,idle,0
126.0,411.188,idle,0
126.1,433.847,idle,0
126.2,412.23,idle,0
126.3,427.329,idle,0
126.4,415.586,idle,0
126.5,410.736,idle,0
126.6,423.677,idle,0
126.7,421.899,idle,0
126.8,418.742,idle,0
126.9,420.039,idle,0
127.0,415.509,idle,0
127.1,423.833,idle,0
127.2,416.581,idle,0
127.3,420.554,idle,0
127.4,429.209,idle,0
127.5,409.802,idle,0
127.6,415.773,idle,0
127.7,414.911,idle,0
127.8,413.925,idle,0
127.9,409.518,idle,0
128.0,418.042,idle,0
128.1,421.412,idle,0
128.2,419.284,idle,0
128.3,407.46,idle,0
128.4,425.558,idle,0
128.5,425.749,idle,0
128.6,420.699,idle,0
128.7,412.17,idle,0
128.8,413.298,idle,0
128.9,435.586,idle,0
129.0,433.784,idle,0
129.1,423.858,idle,0
129.2,412.816,idle,0
129.3,430.096,idle,0
129.4,421.465,idle,0
129.5,433.369,idle,0
129.6,415.487,idle,0
129.7,423.769,idle,0
129.8,418.371,idle,0
129.9,426.016,idle,0
130.0,412.49,ramp_up,0
130.1,442.996,ramp_up,0
130.2,439.452,ramp_up,0
130.3,445.427,ramp_up,0
130.4,474.822,ramp_up,0
130.5,482.839,ramp_up,0
130.6,466.824,ramp_up,0
130.7,503.54,ramp_up,0
130.8,517.252,ramp_up,0
130.9,530.249,ramp_up,0
131.0,564.446,ramp_up,0
131.1,544.349,ramp_up,0
131.2,563.826,ramp_up,0
131.3,555.747,ramp_up,0
131.4,570.63,ramp_up,0
131.5,593.184,ramp_up,0
131.6,610.449,ramp_up,0
131.7,621.651,ramp_up,0
131.8,643.597,ramp_up,0
131.9,656.741,ramp_up,0
132.0,672.054,ramp_up,0
132.1,670.044,ramp_up,0
132.2,689.874,ramp_up,0
132.3,687.427,ramp_up,0
132.4,712.311,ramp_up,0
132.5,725.751,ramp_up,0
132.6,726.0,ramp_up,0
132.7,705.528,ramp_up,0
132.8,748.193,ramp_up,0
132.9,798.778,ramp_up,0
133.0,778.818,ramp_up,0
133.1,784.355,ramp_up,0
133.2,805.256,ramp_up,0
133.3,829.314,ramp_up,0
133.4,831.974,ramp_up,0
133.5,837.513,ramp_up,0
133.6,836.626,ramp_up,0
133.7,860.423,ramp_up,0
133.8,861.672,ramp_up,0
133.9,892.198,ramp_up,0
134.0,918.006,ramp_up,0
134.1,924.581,ramp_up,0
134.2,916.869,ramp_up,0
134.3,924.175,ramp_up,0
134.4,931.288,ramp_up,0
134.5,965.251,ramp_up,0
134.6,978.762,ramp_up,0
134.7,993.399,ramp_up,0
134.8,999.995,ramp_up,0
134.9,993.443,ramp_up,0
135.0,952.641,cutting,0
135.1,1043.777,cutting,0
135.2,963.452,cutting,0
135.3,1052.063,cutting,0
135.4,911.54,cutting,0
135.5,952.678,cutting,0
135.6,970.024,cutting,0
135.7,1026.591,cutting,0
135.8,1055.621,cutting,0
135.9,1025.713,cutting,0
136.0,1073.603,cutting,0
136.1,1008.697,cutting,0
136.2,1031.49,cutting,0
136.3,995.79,cutting,0
136.4,1004.315,cutting,0
136.5,986.138,cutting,0
136.6,1006.007,cutting,0
136.7,1107.008,cutting,0
136.8,936.474,cutting,0
136.9,981.543,cutting,0
137.0,1022.613,cutting,0
137.1,1015.178,cutting,0
137.2,1077.549,cutting,0
137.3,1005.803,cutting,0
137.4,1078.027,cutting,0
137.5,1026.868,cutting,0
137.6,1079.535,cutting,0
137.7,1047.386,cutting,0
137.8,1036.596,cutting,0
137.9,992.168,cutting,0
138.0,934.045,cutting,0
138.1,949.974,cutting,0
138.2,1009.066,cutting,0
138.3,977.506,cutting,0
138.4,1021.05,cutting,0
138.5,962.152,cutting,0
138.6,1046.023,cutting,0
138.7,1073.232,cutting,0
138.8,971.55,cutting,0
138.9,1065.214,cutting,0
139.0,1120.385,cutting,0
139.1,1018.414,cutting,0
139.2,1067.106,cutting,0
139.3,1018.562,cutting,0
139.4,1032.378,cutting,0
139.5,977.58,cutting,0
139.6,957.927,cutting,0
139.7,970.567,cutting,0
139.8,979.746,cutting,0
139.9,983.96,cutting,0
140.0,988.713,cutting,0
140.1,1072.955,cutting,0
140.2,1026.131,cutting,0
140.3,1011.195,cutting,0
140.4,1021.114,cutting,0
140.5,1064.874,cutting,0
140.6,958.424,cutting,0
140.7,1039.144,cutting,0
140.8,1031.612,cutting,0
140.9,1038.67,cutting,0
141.0,970.844,cutting,0
141.1,956.14,cutting,0
141.2,996.124,cutting,0
141.3,1005.76,cutting,0
141.4,1061.151,cutting,0
141.5,1032.358,cutting,0
141.6,1028.726,cutting,0
141.7,1005.618,cutting,0
141.8,1047.306,cutting,0
141.9,1052.987,cutting,0
142.0,1081.566,cutting,0
142.1,1029.994,cutting,0
142.2,1058.222,cutting,0
142.3,1040.837,cutting,0
142.4,961.304,cutting,0
142.5,944.932,cutting,0
142.6,965.933,cutting,0
142.7,989.305,cutting,0
142.8,982.856,cutting,0
142.9,1050.866,cutting,0
143.0,1064.022,cutting,0
143.1,1092.787,cutting,0
143.2,1064.562,cutting,0
143.3,1037.151,cutting,0
143.4,1058.142,cutting,0
143.5,998.895,cutting,0
143.6,1020.712,cutting,0
143.7,974.55,cutting,0
143.8,1030.826,cutting,0
143.9,892.024,cutting,0
144.0,1016.291,cutting,0
144.1,1025.345,cutting,0
144.2,1005.633,cutting,0
144.3,1033.979,cutting,0
144.4,1043.999,cutting,0
144.5,1093.595,cutting,0
144.6,1112.26,cutting,0
144.7,1054.263,cutting,0
144.8,1104.15,cutting,0
144.9,1012.395,cutting,0
145.0,1034.543,cutting,0
145.1,1020.413,cutting,0
145.2,948.902,cutting,0
145.3,997.563,cutting,0
145.4,962.279,cutting,0
145.5,1019.492,cutting,0
145.6,972.053,cutting,0
145.7,955.722,cutting,0
145.8,987.379,cutting,0
145.9,1046.266,cutting,0
146.0,1064.17,cutting,0
146.1,1066.634,cutting,0
146.2,1022.864,cutting,0
146.3,1066.33,cutting,0
146.4,1005.168,cutting,0
146.5,1001.452,cutting,0
146.6,1030.342,cutting,0
146.7,981.818,cutting,0
146.8,919.315,cutting,0
146.9,1014.276,cutting,0
147.0,999.42,cutting,0
147.1,999.906,cutting,0
147.2,1073.763,cutting,0
147.3,1020.28,cutting,0
147.4,1074.462,cutting,0
147.5,1059.695,cutting,0
147.6,1142.527,cutting,0
147.7,979.295,cutting,0
147.8,1035.507,cutting,0
147.9,1025.515,cutting,0
148.0,1037.817,cutting,0
148.1,974.542,cutting,0
148.2,962.803,cutting,0
148.3,1036.04,cutting,0
148.4,981.078,cutting,0
148.5,1018.893,cutting,0
148.6,1022.51,cutting,0
148.7,1052.074,cutting,0
148.8,1002.345,cutting,0
148.9,1035.679,cutting,0
149.0,1051.269,cutting,0
149.1,1049.193,cutting,0
149.2,1071.164,cutting,0
149.3,1035.519,cutting,0
149.4,1023.178,cutting,0
149.5,989.625,cutting,0
149.6,1029.525,cutting,0
149.7,964.768,cutting,0
149.8,989.58,cutting,0
149.9,952.956,cutting,0
150.0,983.189,cutting,0
150.1,1064.499,cutting,0
150.2,1045.172,cutting,0
150.3,988.902,cutting,0
150.4,1052.713,cutting,0
150.5,1039.897,cutting,0
150.6,996.998,cutting,0
150.7,1033.689,cutting,0
150.8,997.486,cutting,0
150.9,994.603,cutting,0
151.0,1019.474,cutting,0
151.1,963.498,cutting,0
151.2,1027.881,cutting,0
151.3,991.604,cutting,0
151.4,1006.376,cutting,0
151.5,1075.627,cutting,0
151.6,1056.956,cutting,0
151.7,1038.098,cutting,0
151.8,1050.523,cutting,0
151.9,1057.914,cutting,0
152.0,989.492,cutting,0
152.1,1049.579,cutting,0
152.2,1010.874,cutting,0
152.3,952.186,cutting,0
152.4,955.065,cutting,0
152.5,1014.942,cutting,0
152.6,943.834,cutting,0
152.7,1072.448,cutting,0
152.8,973.644,cutting,0
152.9,1033.413,cutting,0
153.0,950.933,cutting,0
153.1,1047.75,cutting,0
153.2,1036.211,cutting,0
153.3,1068.914,cutting,0
153.4,1050.145,cutting,0
153.5,1018.523,cutting,0
153.6,1090.136,cutting,0
153.7,1027.489,cutting,0
153.8,964.082,cutting,0
153.9,996.661,cutting,0
154.0,884.94,cutting,0
154.1,973.118,cutting,0
154.2,1049.589,cutting,0
154.3,1001.681,cutting,0
154.4,1040.786,cutting,0
154.5,1006.807,cutting,0
154.6,1080.63,cutting,0
154.7,1056.737,cutting,0
154.8,1045.638,cutting,0
154.9,1066.262,cutting,0
155.0,1075.896,cutting,0
155.1,1031.609,cutting,0
155.2,930.993,cutting,0
155.3,998.487,cutting,0
155.4,993.293,cutting,0
155.5,950.025,cutting,0
155.6,945.012,cutting,0
155.7,1001.816,cutting,0
155.8,1020.642,cutting,0
155.9,1041.355,cutting,0
156.0,1025.769,cutting,0
156.1,1058.299,cutting,0
156.2,1057.906,cutting,0
156.3,1026.671,cutting,0
156.4,1035.831,cutting,0
156.5,986.625,cutting,0
156.6,938.983,cutting,0
156.7,985.138,cutting,0
156.8,1013.775,cutting,0
156.9,1081.636,cutting,0
157.0,922.909,cutting,0
157.1,993.642,cutting,0
157.2,995.927,cutting,0
157.3,1049.599,cutting,0
157.4,1018.856,cutting,0
157.5,1057.279,cutting,0
157.6,1084.166,cutting,0
157.7,1014.006,cutting,0
157.8,1024.085,cutting,0
157.9,1067.978,cutting,0
158.0,1028.384,cutting,0
158.1,930.686,cutting,0
158.2,1055.668,cutting,0
158.3,961.686,cutting,0
158.4,1004.755,cutting,0
158.5,992.83,cutting,0
158.6,1006.607,cutting,0
158.7,1012.65,cutting,0
158.8,1069.442,cutting,0
158.9,1025.812,cutting,0
159.0,1007.434,cutting,0
159.1,1023.822,cutting,0
159.2,1031.104,cutting,0
159.3,945.862,cutting,0
159.4,1029.161,cutting,0
159.5,964.856,cutting,0
159.6,1009.22,cutting,0
159.7,1032.773,cutting,0
159.8,1002.362,cutting,0
159.9,1022.148,cutting,0
160.0,1002.59,cutting,0
160.1,1009.805,cutting,0
160.2,979.016,cutting,0
160.3,1045.53,cutting,0
160.4,1033.662,cutting,0
160.5,963.857,cutting,0
160.6,1044.814,cutting,0
160.7,1073.724,cutting,0
160.8,1019.616,cutting,0
160.9,1033.573,cutting,0
161.0,975.74,cutting,0
161.1,948.157,cutting,0
161.2,991.158,cutting,0
161.3,987.589,cutting,0
161.4,974.344,cutting,0
161.5,1065.386,cutting,0
161.6,1048.355,cutting,0
161.7,1028.086,cutting,0
161.8,1060.281,cutting,0
161.9,1043.983,cutting,0
162.0,1060.719,cutting,0
162.1,1080.935,cutting,0
162.2,988.217,cutting,0
162.3,954.508,cutting,0
162.4,1035.166,cutting,0
162.5,1067.424,cutting,0
162.6,965.647,cutting,0
162.7,964.463,cutting,0
162.8,967.997,cutting,0
162.9,1024.964,cutting,0
163.0,1043.029,cutting,0
163.1,1040.254,cutting,0
163.2,1082.96,cutting,0
163.3,1022.702,cutting,0
163.4,1021.93,cutting,0
163.5,985.712,cutting,0
163.6,1062.898,cutting,0
163.7,1037.665,cutting,0
163.8,1034.983,cutting,0
163.9,954.66,cutting,0
164.0,1032.383,cutting,0
164.1,1003.565,cutting,0
164.2,1031.172,cutting,0
164.3,1041.45,cutting,0
164.4,1024.678,cutting,0
164.5,1041.46,cutting,0
164.6,999.652,cutting,0
164.7,1033.82,cutting,0
164.8,1038.131,cutting,0
164.9,993.629,cutting,0
165.0,1022.567,cutting,0
165.1,1048.899,cutting,0
165.2,974.962,cutting,0
165.3,951.559,cutting,0
165.4,955.007,cutting,0
165.5,997.46,cutting,0
165.6,1063.349,cutting,0
165.7,1022.781,cutting,0
165.8,1034.056,cutting,0
165.9,1001.4,cutting,0
166.0,1064.148,cutting,0
166.1,1075.866,cutting,0
166.2,1034.666,cutting,0
166.3,1037.095,cutting,0
166.4,1000.598,cutting,0
166.5,1034.135,cutting,0
166.6,1041.962,cutting,0
166.7,999.946,cutting,0
166.8,1002.102,cutting,0
166.9,990.465,cutting,0
167.0,976.325,cutting,0
167.1,985.779,cutting,0
167.2,1013.893,cutting,0
167.3,1045.659,cutting,0
167.4,1050.767,cutting,0
167.5,1089.665,cutting,0
167.6,1076.825,cutting,0
167.7,1093.51,cutting,0
167.8,1055.132,cutting,0
167.9,1004.317,cutting,0
168.0,1002.18,cutting,0
168.1,932.095,cutting,0
168.2,1042.669,cutting,0
168.3,966.553,cutting,0
168.4,981.227,cutting,0
168.5,1072.128,cutting,0
168.6,986.403,cutting,0
168.7,1016.659,cutting,0
168.8,1046.805,cutting,0
168.9,1033.946,cutting,0
169.0,1055.913,cutting,0
169.1,1053.583,cutting,0
169.2,1054.544,cutting,0
169.3,1013.599,cutting,0
169.4,1026.878,cutting,0
169.5,979.641,cutting,0
169.6,1006.45,cutting,0
169.7,1026.683,cutting,0
169.8,932.355,cutting,0
169.9,996.886,cutting,0
170.0,603.034,unload,0
170.1,565.96,unload,0
170.2,545.092,unload,0
170.3,605.413,unload,0
170.4,588.243,unload,0
170.5,613.865,unload,0
170.6,599.64,unload,0
170.7,599.587,unload,0
170.8,593.545,unload,0
170.9,601.654,unload,0
171.0,583.583,unload,0
171.1,590.617,unload,0
171.2,613.898,unload,0
171.3,595.285,unload,0
171.4,608.881,unload,0
171.5,599.651,unload,0
171.6,593.757,unload,0
171.7,582.514,unload,0
171.8,614.896,unload,0
171.9,584.958,unload,0
172.0,606.51,unload,0
172.1,571.956,unload,0
172.2,604.67,unload,0
172.3,606.699,unload,0
172.4,588.378,unload,0
172.5,570.854,unload,0
172.6,596.998,unload,0
172.7,601.65,unload,0
172.8,590.447,unload,0
172.9,587.692,unload,0
173.0,616.078,unload,0
173.1,597.802,unload,0
173.2,592.351,unload,0
173.3,614.918,unload,0
173.4,599.454,unload,0
173.5,587.307,unload,0
173.6,615.37,unload,0
173.7,593.361,unload,0
173.8,616.329,unload,0
173.9,587.764,unload,0
174.0,605.573,unload,0
174.1,621.887,unload,0
174.2,607.953,unload,0
174.3,608.756,unload,0
174.4,607.83,unload,0
174.5,615.136,unload,0
174.6,601.289,unload,0
174.7,607.823,unload,0
174.8,595.752,unload,0
174.9,634.274,unload,0
175.0,584.211,unload,0
175.1,614.553,unload,0
175.2,582.359,unload,0
175.3,609.442,unload,0
175.4,623.275,unload,0
175.5,580.358,unload,0
175.6,631.141,unload,0
175.7,582.736,unload,0
175.8,585.23,unload,0
175.9,605.592,unload,0
176.0,580.272,unload,0
176.1,617.271,unload,0
176.2,608.574,unload,0
176.3,551.409,unload,0
176.4,574.461,unload,0
176.5,586.96,unload,0
176.6,607.225,unload,0
176.7,580.741,unload,0
176.8,586.937,unload,0
176.9,610.796,unload,0
177.0,582.096,unload,0
177.1,605.024,unload,0
177.2,575.466,unload,0
177.3,617.546,unload,0
177.4,624.992,unload,0
177.5,579.317,unload,0
177.6,557.68,unload,0
177.7,569.783,unload,0
177.8,616.751,unload,0
177.9,589.486,unload,0
178.0,618.283,unload,0
178.1,575.825,unload,0
178.2,582.865,unload,0
178.3,597.435,unload,0
178.4,618.531,unload,0
178.5,595.664,unload,0
178.6,581.253,unload,0
178.7,604.841,unload,0
178.8,601.029,unload,0
178.9,608.419,unload,0
179.0,596.349,unload,0
179.1,588.435,unload,0
179.2,599.87,unload,0
179.3,555.494,unload,0
179.4,604.245,unload,0
179.5,621.341,unload,0
179.6,609.311,unload,0
179.7,582.595,unload,0
179.8,572.265,unload,0
179.9,622.873,unload,0
180.0,415.755,idle,0
180.1,418.11,idle,0
180.2,421.538,idle,0
180.3,415.099,idle,0
180.4,420.09,idle,0
180.5,431.616,idle,0
180.6,415.851,idle,0
180.7,434.921,idle,0
180.8,422.802,idle,0
180.9,422.3,idle,0
181.0,427.254,idle,0
181.1,427.058,idle,0
181.2,428.117,idle,0
181.3,424.191,idle,0
181.4,415.193,idle,0
181.5,432.664,idle,0
181.6,418.61,idle,0
181.7,413.213,idle,0
181.8,426.883,idle,0
181.9,424.938,idle,0
182.0,419.567,idle,0
182.1,420.396,idle,0
182.2,424.419,idle,0
182.3,435.024,idle,0
182.4,419.221,idle,0
182.5,409.861,idle,0
182.6,415.324,idle,0
182.7,423.842,idle,0
182.8,418.223,idle,0
182.9,414.564,idle,0
183.0,425.568,idle,0
183.1,425.633,idle,0
183.2,418.198,idle,0
183.3,422.052,idle,0
183.4,414.776,idle,0
183.5,414.99,idle,0
183.6,417.103,idle,0
183.7,409.046,idle,0
183.8,422.45,idle,0
183.9,419.148,idle,0
184.0,415.755,idle,0
184.1,420.574,idle,0
184.2,420.781,idle,0
184.3,413.835,idle,0
184.4,415.026,idle,0
184.5,413.412,idle,0
184.6,430.325,idle,0
184.7,406.381,idle,0
184.8,418.979,idle,0
184.9,426.189,idle,0
185.0,411.023,idle,0
185.1,411.966,idle,0
185.2,411.786,idle,0
185.3,405.236,idle,0
185.4,428.719,idle,0
185.5,417.392,idle,0
185.6,410.466,idle,0
185.7,414.104,idle,0
185.8,420.424,idle,0
185.9,416.399,idle,0
186.0,411.888,idle,0
186.1,422.92,idle,0
186.2,411.886,idle,0
186.3,415.75,idle,0
186.4,420.205,idle,0
186.5,413.091,idle,0
186.6,419.426,idle,0
186.7,413.73,idle,0
186.8,439.849,idle,0
186.9,415.533,idle,0
187.0,424.188,idle,0
187.1,411.967,idle,0
187.2,409.876,idle,0
187.3,417.719,idle,0
187.4,415.955,idle,0
187.5,415.985,idle,0
187.6,418.404,idle,0
187.7,425.635,idle,0
187.8,433.755,idle,0
187.9,434.573,idle,0
188.0,419.076,idle,0
188.1,433.068,idle,0
188.2,432.022,idle,0
188.3,413.584,idle,0
188.4,414.675,idle,0
188.5,417.681,idle,0
188.6,433.961,idle,0
188.7,417.292,idle,0
188.8,416.488,idle,0
188.9,429.345,idle,0
189.0,416.926,idle,0
189.1,417.121,idle,0
189.2,423.046,idle,0
189.3,419.675,idle,0
189.4,399.163,idle,0
189.5,408.383,idle,0
189.6,423.824,idle,0
189.7,406.881,idle,0
189.8,427.914,idle,0
189.9,417.641,idle,0
190.0,420.296,ramp_up,0
190.1,432.626,ramp_up,0
190.2,419.975,ramp_up,0
190.3,444.824,ramp_up,0
190.4,452.795,ramp_up,0
190.5,480.111,ramp_up,0
190.6,507.396,ramp_up,0
190.7,498.606,ramp_up,0
190.8,514.129,ramp_up,0
190.9,502.105,ramp_up,0
191.0,532.851,ramp_up,0
191.1,546.418,ramp_up,0
191.2,559.079,ramp_up,0
191.3,580.421,ramp_up,0
191.4,601.972,ramp_up,0
191.5,597.14,ramp_up,0
191.6,614.002,ramp_up,0
191.7,602.816,ramp_up,0
191.8,640.551,ramp_up,0
191.9,645.756,ramp_up,0
192.0,636.588,ramp_up,0
192.1,673.371,ramp_up,0
192.2,673.554,ramp_up,0
192.3,705.386,ramp_up,0
192.4,710.839,ramp_up,0
192.5,718.373,ramp_up,0
192.6,749.787,ramp_up,0
192.7,739.512,ramp_up,0
192.8,749.75,ramp_up,0
192.9,765.845,ramp_up,0
193.0,778.854,ramp_up,0
193.1,779.366,ramp_up,0
193.2,808.289,ramp_up,0
193.3,818.544,ramp_up,0
193.4,819.317,ramp_up,0
193.5,819.069,ramp_up,0
193.6,863.979,ramp_up,0
193.7,877.353,ramp_up,0
193.8,884.513,ramp_up,0
193.9,897.642,ramp_up,0
194.0,919.387,ramp_up,0
194.1,914.12,ramp_up,0
194.2,941.68,ramp_up,0
194.3,932.661,ramp_up,0
194.4,936.173,ramp_up,0
194.5,958.79,ramp_up,0
194.6,966.945,ramp_up,0
194.7,988.578,ramp_up,0
194.8,1016.365,ramp_up,0
194.9,1011.83,ramp_up,0
195.0,1053.093,cutting,0
195.1,1075.908,cutting,0
195.2,1052.469,cutting,0
195.3,986.383,cutting,0
195.4,959.481,cutting,0
195.5,1062.861,cutting,0
195.6,963.129,cutting,0
195.7,951.873,cutting,0
195.8,960.897,cutting,0
195.9,1083.725,cutting,0
196.0,999.566,cutting,0
196.1,1043.389,cutting,0
196.2,1042.556,cutting,0
196.3,1081.746,cutting,0
196.4,974.195,cutting,0
